epoch,train_loss,train_acc,val_acc,val_macro_f1,val_weighted_f1,val_macro_precision,val_macro_recall,val_mmae,lr_end,train_time_s,val_time_s,epoch_time_s,gpu_peak_mb,is_best
1,1.141083,0.530223,0.667125,0.675962,0.666533,0.68479,0.678118,0.77271,4.995305164319249e-05,25.06,3.66,28.72,3745.8,True
2,0.628063,0.767019,0.708391,0.708291,0.700713,0.716531,0.716703,0.654278,4.990610328638498e-05,24.61,3.19,27.79,3747.1,True
3,0.39625,0.860622,0.682256,0.684198,0.675147,0.697908,0.696125,0.708551,4.9859154929577466e-05,24.59,2.39,26.99,3747.1,False
4,0.236778,0.918721,0.683631,0.694223,0.685527,0.707408,0.690992,0.80167,4.9812206572769954e-05,24.62,2.42,27.04,3747.1,False
5,0.145758,0.952171,0.690509,0.707561,0.698403,0.729871,0.69923,0.788406,4.976525821596245e-05,24.67,2.42,27.09,3747.1,False
