elapsed_s,cpu_percent,rss_mb,gpu_util_percent,gpu_mem_used_mb,gpu_temp_c,torch_alloc_mb,torch_reserved_mb
15.0,0.0,2492.833792,56,2749,47,688.5,2007.0
30.1,34.4,2634.09664,1,2819,53,688.5,2015.4
45.1,35.4,2605.4656,0,2763,47,688.5,2015.4
60.1,33.4,2605.52704,0,2819,47,650.5,2015.4
75.1,33.1,2605.539328,0,2760,47,689.1,2015.4
90.1,35.1,2605.559808,25,2820,54,650.5,2015.4
105.2,34.2,2605.563904,93,2763,52,688.5,2015.4
120.2,36.1,2605.572096,1,2823,48,688.5,2015.4
135.2,33.9,2605.580288,97,2759,53,688.5,2015.4
