epoch,train_loss,train_acc,val_acc,val_macro_f1,val_weighted_f1,val_macro_precision,val_macro_recall,val_mmae,lr_end,train_time_s,val_time_s,epoch_time_s,gpu_peak_mb,is_best
1,1.104087,0.549296,0.671252,0.667777,0.661884,0.696598,0.672228,0.76567,4.995305164319249e-05,35.98,5.18,41.16,3764.5,True
2,0.632135,0.757042,0.674003,0.679035,0.670084,0.702681,0.678925,0.796952,4.990610328638498e-05,35.49,5.21,40.7,3764.5,True
3,0.354823,0.875587,0.694635,0.696541,0.689041,0.712986,0.698898,0.723216,4.9859154929577466e-05,35.19,5.2,40.39,3764.5,True
4,0.230123,0.926056,0.682256,0.695146,0.686046,0.73643,0.680472,0.796894,4.9812206572769954e-05,35.1,4.47,39.57,3764.5,False
5,0.179714,0.93662,0.691884,0.688841,0.681391,0.704711,0.697985,0.71306,4.976525821596245e-05,35.18,4.45,39.63,3764.5,False
