wall_time,elapsed_s,epoch,global_step,step_in_epoch,loss,batch_acc,running_loss,running_acc,lr,samples_per_s,gpu_alloc_mb
7.41,7.41,1,1,1,1.786252,0.359375,1.786252,0.359375,3.7037037037037037e-05,192.19,688.5
7.47,7.47,1,2,2,1.721924,0.375,1.754088,0.367188,5.555555555555555e-05,1085.28,688.5
7.53,7.53,1,3,3,1.688476,0.40625,1.732218,0.380208,7.407407407407407e-05,1123.8,688.5
7.59,7.59,1,4,4,1.493407,0.46875,1.672515,0.402344,9.259259259259259e-05,1110.43,688.5
8.09,8.09,1,5,5,2.024101,0.21875,1.742832,0.365625,0.0001111111111111111,1079.64,688.5
8.15,8.15,1,6,6,1.554928,0.390625,1.711515,0.369792,0.00012962962962962963,1107.96,688.5
8.21,8.21,1,7,7,1.596714,0.359375,1.695115,0.368304,0.00014814814814814815,1101.16,688.5
8.27,8.27,1,8,8,1.565537,0.328125,1.678917,0.363281,0.00016666666666666666,1103.46,688.5
9.0,9.0,1,9,9,1.363589,0.53125,1.643881,0.381944,0.00018518518518518518,1124.37,688.5
9.05,9.05,1,10,10,1.463549,0.375,1.625848,0.38125,0.0002037037037037037,1116.86,688.5
9.11,9.11,1,11,11,1.338926,0.46875,1.599764,0.389205,0.0002222222222222222,1109.6,688.5
9.17,9.17,1,12,12,1.403869,0.40625,1.583439,0.390625,0.00024074074074074072,1102.72,688.5
9.72,9.72,1,13,13,1.133289,0.578125,1.548812,0.405048,0.00025925925925925926,1085.02,688.5
9.78,9.78,1,14,14,1.247212,0.515625,1.527269,0.412946,0.0002777777777777778,1096.28,688.5
9.84,9.84,1,15,15,1.407402,0.375,1.519278,0.410417,0.0002962962962962963,1098.14,688.5
9.9,9.9,1,16,16,1.385199,0.421875,1.510898,0.411133,0.0003148148148148148,1079.23,688.5
10.55,10.55,1,17,17,1.367571,0.484375,1.502467,0.415441,0.0003333333333333333,1119.05,688.5
10.61,10.61,1,18,18,1.310857,0.546875,1.491822,0.422743,0.0003518518518518519,1033.16,688.5
10.67,10.67,1,19,19,1.133362,0.53125,1.472956,0.428454,0.00037037037037037035,1121.27,688.5
10.73,10.73,1,20,20,1.323262,0.46875,1.465471,0.430469,0.0003888888888888889,1099.5,688.5
11.5,11.5,1,21,21,1.311701,0.5,1.458149,0.43378,0.0004074074074074074,1122.99,688.5
11.56,11.56,1,22,22,1.239363,0.46875,1.448204,0.435369,0.00042592592592592595,1098.71,688.5
11.62,11.62,1,23,23,1.133932,0.5625,1.43454,0.440897,0.0004444444444444444,1099.23,688.5
11.68,11.68,1,24,24,1.233693,0.546875,1.426171,0.445312,0.000462962962962963,1071.12,688.5
12.25,12.25,1,25,25,1.153687,0.5,1.415272,0.4475,0.00048148148148148144,1114.21,688.5
12.31,12.31,1,26,26,1.172669,0.578125,1.405941,0.452524,0.0005,1111.27,688.5
12.37,12.37,1,27,27,1.094475,0.53125,1.394405,0.45544,0.0005185185185185185,1111.35,688.5
12.42,12.42,1,28,28,1.105026,0.515625,1.38407,0.457589,0.0005370370370370371,1111.46,688.5
12.85,12.85,1,29,29,1.030792,0.609375,1.371888,0.462823,0.0005555555555555556,1094.28,688.5
12.92,12.92,1,30,30,1.126675,0.5,1.363715,0.464062,0.0005740740740740741,1027.54,688.5
12.98,12.98,1,31,31,1.118294,0.625,1.355798,0.469254,0.0005925925925925926,1096.04,688.5
13.03,13.03,1,32,32,1.008667,0.625,1.34495,0.474121,0.0006111111111111112,1114.89,688.5
13.61,13.61,1,33,33,1.08217,0.5625,1.336987,0.476799,0.0006296296296296296,1092.08,688.5
13.67,13.67,1,34,34,1.172253,0.609375,1.332142,0.480699,0.0006481481481481481,1106.04,688.5
13.73,13.73,1,35,35,1.005931,0.671875,1.322822,0.486161,0.0006666666666666666,1105.2,688.5
13.79,13.79,1,36,36,1.002012,0.578125,1.31391,0.488715,0.0006851851851851853,1100.01,688.5
14.54,14.54,1,37,37,1.027526,0.5625,1.30617,0.490709,0.0007037037037037038,1088.34,688.5
14.6,14.6,1,38,38,0.9478,0.609375,1.296739,0.493832,0.0007222222222222222,1084.16,688.5
14.66,14.66,1,39,39,1.055794,0.578125,1.290561,0.495994,0.0007407407407407407,1070.28,688.5
14.72,14.72,1,40,40,0.911969,0.6875,1.281096,0.500781,0.0007592592592592593,1101.52,688.5
15.52,15.52,1,41,41,1.005958,0.546875,1.274386,0.501905,0.0007777777777777778,1126.18,688.5
15.58,15.58,1,42,42,1.080323,0.640625,1.269765,0.505208,0.0007962962962962962,1115.55,688.5
15.64,15.64,1,43,43,1.007002,0.5625,1.263654,0.506541,0.0008148148148148148,1037.74,688.5
15.7,15.7,1,44,44,1.023954,0.609375,1.258207,0.508878,0.0008333333333333334,1104.1,688.5
16.32,16.32,1,45,45,0.859476,0.65625,1.249346,0.512153,0.0008518518518518519,1112.33,688.5
16.38,16.38,1,46,46,1.052645,0.578125,1.24507,0.513587,0.0008703703703703704,1094.3,688.5
16.44,16.44,1,47,47,0.919746,0.671875,1.238148,0.516955,0.0008888888888888888,1095.59,688.5
16.5,16.5,1,48,48,0.919833,0.625,1.231516,0.519206,0.0009074074074074074,1104.79,688.5
17.1,17.1,1,49,49,1.060783,0.578125,1.228032,0.520408,0.000925925925925926,1103.49,688.5
17.16,17.16,1,50,50,0.972201,0.578125,1.222915,0.521563,0.0009444444444444445,1119.02,688.5
17.22,17.22,1,51,51,1.046408,0.640625,1.219455,0.523897,0.0009629629629629629,1108.75,688.5
17.27,17.27,1,52,52,0.901732,0.625,1.213345,0.525841,0.0009814814814814816,1124.07,688.5
17.67,17.67,1,53,53,0.819397,0.6875,1.205912,0.528892,0.001,1127.07,688.5
17.7,17.7,1,54,54,0.993024,0.0,1.201969,0.519097,0.001,31.09,650.5
21.31,21.31,2,55,1,0.980839,0.6875,0.980839,0.6875,0.000999989553622803,1099.8,688.5
21.53,21.53,2,56,2,0.93949,0.625,0.960165,0.65625,0.0009999582149277186,1102.26,688.5
21.58,21.58,2,57,3,1.013467,0.53125,0.977932,0.614583,0.0009999059852242506,1114.65,688.5
21.64,21.64,2,58,4,0.954635,0.703125,0.972108,0.636719,0.0009998328666948437,1092.28,688.5
21.97,21.97,2,59,5,0.946885,0.5625,0.967063,0.621875,0.0009997388623947927,1101.87,688.5
22.33,22.33,2,60,6,0.951534,0.65625,0.964475,0.627604,0.000999623976252115,1100.69,688.5
22.39,22.39,2,61,7,0.795455,0.71875,0.940329,0.640625,0.0009994882130673868,1116.95,688.5
22.44,22.44,2,62,8,0.807503,0.71875,0.923726,0.650391,0.0009993315785135415,1113.87,688.5
22.97,22.97,2,63,9,0.751437,0.6875,0.904583,0.654514,0.0009991540791356342,1098.53,688.5
23.28,23.28,2,64,10,0.512641,0.8125,0.865389,0.670312,0.000998955722350566,1098.1,688.5
23.34,23.34,2,65,11,0.878166,0.671875,0.86655,0.670455,0.0009987365164467767,1112.58,688.5
23.4,23.4,2,66,12,0.950245,0.609375,0.873525,0.665365,0.000998496470583896,1109.99,688.5
23.76,23.76,2,67,13,0.838896,0.703125,0.870861,0.668269,0.000998235594792363,1111.35,688.5
24.1,24.1,2,68,14,0.785867,0.65625,0.86479,0.667411,0.0009979538999730047,1122.86,688.5
24.16,24.16,2,69,15,0.814189,0.71875,0.861417,0.670833,0.0009976513978965829,1108.83,688.5
24.22,24.22,2,70,16,0.963871,0.59375,0.86782,0.666016,0.0009973281012033007,1097.99,688.5
24.47,24.47,2,71,17,0.679237,0.734375,0.856727,0.670037,0.000996984023402275,1105.64,688.5
24.88,24.88,2,72,18,0.823452,0.6875,0.854878,0.671007,0.0009966191788709714,1100.66,688.5
24.94,24.94,2,73,19,0.711116,0.765625,0.847312,0.675987,0.0009962335828546047,1100.22,688.5
25.0,25.0,2,74,20,0.70526,0.71875,0.840209,0.678125,0.0009958272514655007,1070.92,688.5
25.28,25.28,2,75,21,0.856021,0.640625,0.840962,0.676339,0.0009954002016824225,1103.58,688.5
25.76,25.76,2,76,22,0.982393,0.625,0.847391,0.674006,0.0009949524513498636,1121.66,688.5
25.82,25.82,2,77,23,0.718292,0.796875,0.841778,0.679348,0.0009944840191772985,1112.85,688.5
25.88,25.88,2,78,24,0.740396,0.71875,0.837554,0.68099,0.0009939949247384046,1083.42,688.5
26.07,26.07,2,79,25,0.689933,0.6875,0.831649,0.68125,0.0009934851884702415,1096.71,688.5
26.55,26.55,2,80,26,0.990338,0.609375,0.837752,0.678486,0.0009929548316723982,1097.42,688.5
26.61,26.61,2,81,27,0.986583,0.671875,0.843264,0.678241,0.000992403876506104,1125.49,688.5
26.66,26.66,2,82,28,0.888988,0.625,0.844897,0.676339,0.0009918323459933004,1089.66,688.5
26.78,26.78,2,83,29,1.037992,0.5625,0.851556,0.672414,0.000991240264015681,1097.76,688.5
27.45,27.45,2,84,30,1.031976,0.59375,0.85757,0.669792,0.0009906276553136924,1103.32,688.5
27.51,27.51,2,85,31,0.656678,0.734375,0.851089,0.671875,0.0009899945454855006,1102.85,688.5
27.57,27.57,2,86,32,0.843715,0.65625,0.850859,0.671387,0.0009893409609859221,1115.54,688.5
27.63,27.63,2,87,33,0.929433,0.578125,0.85324,0.668561,0.000988666929125318,1070.98,688.5
28.19,28.19,2,88,34,0.985214,0.640625,0.857122,0.667739,0.0009879724780684517,1111.67,688.5
28.25,28.25,2,89,35,1.024863,0.578125,0.861914,0.665179,0.000987257636833315,1096.37,688.5
28.31,28.31,2,90,36,1.175564,0.578125,0.870627,0.66276,0.0009865224352899118,1079.23,688.5
28.37,28.37,2,91,37,1.05783,0.609375,0.875686,0.661318,0.0009857669041590134,1107.39,688.5
28.94,28.94,2,92,38,1.027705,0.625,0.879687,0.660362,0.0009849910750108718,1091.85,688.5
29.0,29.0,2,93,39,0.786941,0.71875,0.877309,0.661859,0.000984194980263903,1113.6,688.5
29.06,29.06,2,94,40,0.944123,0.671875,0.878979,0.662109,0.000983378653183331,1098.87,688.5
29.12,29.12,2,95,41,0.684812,0.734375,0.874243,0.663872,0.0009825421278797984,1118.38,688.5
29.78,29.78,2,96,42,1.086309,0.5625,0.879292,0.661458,0.0009816854393079402,1092.96,688.5
29.84,29.84,2,97,43,0.787916,0.71875,0.877167,0.662791,0.0009808086232649246,1091.35,688.5
29.9,29.9,2,98,44,0.92625,0.65625,0.878283,0.662642,0.000979911716388956,1088.56,688.5
29.96,29.96,2,99,45,0.674438,0.734375,0.873753,0.664236,0.0009789947561577445,1096.74,688.5
