epoch,train_loss,train_acc,val_acc,val_macro_f1,val_weighted_f1,val_macro_precision,val_macro_recall,val_mmae,lr_end,train_time_s,val_time_s,epoch_time_s,gpu_peak_mb,is_best
1,1.085475,0.564847,0.656121,0.639041,0.631432,0.696305,0.66144,0.803804,5e-05,55.0,7.58,62.58,3743.6,True
2,0.585505,0.788146,0.682256,0.686353,0.678073,0.733166,0.678333,0.82324,4.995305164319249e-05,54.82,7.73,62.54,3743.6,True
3,0.330734,0.889965,0.671252,0.668344,0.65852,0.667815,0.684898,0.750202,4.990610328638498e-05,55.56,7.95,63.5,3743.6,False
4,0.185018,0.93838,0.682256,0.687283,0.680212,0.692575,0.688255,0.760802,4.9859154929577466e-05,57.66,7.87,65.54,3743.6,False
5,0.121893,0.963322,0.645117,0.65395,0.645417,0.718183,0.638411,0.901617,4.9812206572769954e-05,56.18,7.7,63.88,3743.6,False
